0,16,165,2,6,4,1,0,1,2,1,2,320,2,0
1,18,165,2,11,7,21,0,0,0,0,2,200,41,1
1,19,175,1,8,4,2335,0,0,0,1,2,112,7,0
1,19,0,1,1,1,0,0,1,4,0,2,45,2,0
1,20,125,1,4,4,125,0,0,0,0,2,140,5,0
1,20,7,2,8,4,5,0,0,0,0,2,0,1,0
1,21,3,1,2,4,1085,1,1,8,1,2,160,2,1
1,21,479,1,9,4,225,1,1,1,1,2,80,301,1
1,22,79,2,9,4,29,0,1,1,0,2,420,284,0
1,23,75,2,7,4,5,0,0,0,1,1,320,1,0
0,23,1835,2,5,3,0,0,1,1,0,2,200,54,0
1,25,125,2,6,4,3,1,0,0,1,1,20,1,1
1,25,1125,2,8,4,25,1,1,17,0,2,200,1209,1
1,25,12,2,4,4,225,1,1,2,1,2,120,6,0
0,25,875,2,14,8,104,1,0,0,1,2,160,5861,1
1,27,75,2,8,8,425,1,1,3,1,2,312,151,1
1,28,2,2,4,8,4165,1,1,2,1,2,181,1,1
1,34,55,1,8,4,15,0,0,0,1,2,60,1,0
1,35,3375,2,8,8,829,0,0,0,1,2,0,1,0
1,35,25,2,3,4,1,0,0,0,1,2,210,1,0
0,36,1,2,8,4,2,1,1,11,0,2,0,457,1
1,39,5,2,13,4,35,1,1,10,1,2,0,1,1
1,40,65,2,6,5,35,1,1,1,0,2,0,501,1
1,42,979,2,14,8,796,1,1,8,0,2,0,1,1
1,45,85,2,13,8,14,1,1,1,1,2,88,2001,1
0,46,4,2,5,3,0,1,0,0,0,2,100,961,1
0,47,13,2,3,5,5165,1,1,9,1,2,0,1,1
0,165,125,2,11,4,25,0,1,1,0,2,108,99,0
1,185,2,2,3,4,15,1,1,2,0,2,120,301,1
1,195,9585,2,6,4,79,0,0,0,0,2,80,351,0
1,195,29,2,4,4,29,0,0,0,0,2,280,365,0
0,195,165,2,11,4,4,0,0,0,1,2,380,1,0
1,215,115,2,3,4,5,1,0,0,1,2,100,69,0
0,225,846,1,14,4,246,0,0,0,0,2,164,1,1
1,225,125,1,4,4,125,0,0,0,0,2,200,71,0
0,235,9,2,11,4,85,1,1,5,1,2,120,1,1
0,245,5,2,11,8,15,1,0,0,0,2,280,825,1
1,245,13335,1,6,4,4,0,0,0,1,2,120,476,0
0,245,175,1,8,4,165,0,0,0,0,2,132,1,0
0,245,1275,2,8,5,475,1,1,2,0,2,73,445,1
0,265,271,1,8,4,85,0,0,0,0,1,80,1,0
0,295,46,2,4,4,54,1,1,4,0,2,380,501,1
0,295,2,1,10,8,2,0,0,0,0,2,256,18,0
0,305,65,2,8,5,4,1,1,7,1,2,0,3066,1
1,335,175,2,14,8,45,1,1,4,1,2,253,858,1
1,345,404,1,3,5,85,1,1,7,1,2,195,1,1
1,365,425,2,11,4,35,0,0,0,0,2,454,51,0
1,375,1125,1,2,4,15,0,0,0,1,2,431,1,1
1,375,835,2,10,4,4,0,0,0,0,2,120,6,0
1,415,154,2,3,5,35,0,0,0,0,2,216,1,1
1,425,4915,1,9,4,3165,1,0,0,1,2,52,1443,1
1,485,425,2,7,4,125,1,0,0,1,2,225,1,1
1,495,7585,2,3,5,7585,1,1,15,1,2,0,5001,1
1,525,65,2,4,4,629,1,1,15,0,2,0,11203,1
1,625,1275,1,8,8,5,1,0,0,0,2,112,1,0
0,695,6,2,1,1,0,0,0,0,0,1,0,1,0
1,1517,7,2,10,4,1,0,0,0,0,2,600,1,0
0,1583,585,2,8,8,15,1,1,2,0,2,100,1,1
0,1592,2875,2,11,4,85,0,0,0,0,2,120,1,0
0,1608,335,2,1,1,0,0,1,1,0,2,160,127,0
1,1617,4,2,8,4,4,0,0,0,0,2,0,1,1
1,1633,275,2,6,4,665,0,1,1,0,2,80,22,0
0,1692,5,2,3,4,165,0,1,6,1,2,240,36,0
1,1708,25,2,11,4,335,0,1,4,0,2,160,9,0
1,1725,3,2,4,4,4,0,0,0,1,2,160,41,0
0,1733,95,2,6,4,175,0,1,10,1,2,0,11,0
1,1742,65,2,3,4,125,0,0,0,0,2,60,101,0
1,1792,205,2,6,4,4,0,0,0,0,2,280,751,0
1,1808,55,2,4,4,5,1,0,0,0,2,80,1,1
0,1817,10,1,11,8,165,0,0,0,0,2,340,1,0
1,1825,165,2,2,4,25,0,0,0,1,1,280,1,0
1,1842,10415,1,6,4,125,1,0,0,0,2,120,376,0
0,1858,10,2,2,4,415,0,0,0,0,2,80,43,0
0,1875,75,2,11,4,271,1,1,5,0,2,184,26727,1
1,1883,415,1,8,4,165,0,1,1,0,2,200,2,0
1,1883,354,1,1,1,0,0,0,0,1,2,180,2,0
0,1892,9,2,6,4,75,1,1,2,0,2,88,592,1
0,1892,925,1,8,4,1,1,1,4,1,2,80,501,1
1,1917,0,1,7,5,0,0,0,0,1,1,500,2,1
0,1917,5415,2,3,8,29,0,0,0,0,2,80,485,0
0,1917,585,1,6,4,585,1,0,0,1,2,160,1,0
1,1958,585,2,1,1,0,0,1,3,0,2,350,770,0
1,1967,10,1,4,8,835,1,0,0,1,2,140,1,0
0,1967,21,2,11,8,29,1,1,11,0,2,80,100,1
0,2008,125,2,11,4,1,0,1,1,0,2,240,769,1
1,2017,5625,2,9,4,171,1,0,0,0,1,120,1,1
1,2017,817,2,6,4,196,1,1,14,0,2,60,159,1
1,2025,996,2,10,2,0,1,0,0,0,2,0,1,1
0,2033,10,2,8,8,1,1,1,4,0,2,50,1466,1
1,2042,1835,2,8,4,225,1,1,1,0,2,100,151,1
0,2042,105,1,14,8,0,0,0,0,1,2,154,33,0
0,2042,835,2,11,4,1585,1,1,1,0,2,0,1,1
0,2067,3,2,11,4,165,1,1,3,0,2,100,7,1
